State,Month,no2
Alabama,01/2017,10.455410131147541
Alabama,02/2017,10.868912803571428
Alabama,03/2017,9.829702096774193
Alabama,04/2017,10.86716948
Alabama,05/2017,8.064481483870969
Alabama,06/2017,8.185682480769232
Alabama,07/2017,9.419733145161292
Alabama,08/2017,9.345029967741937
Alabama,09/2017,10.130283149999999
Alabama,10/2017,10.346377000000002
Alabama,11/2017,12.865506100000001
Alabama,12/2017,10.969239241935485
Alaska,01/2017,27.28433525806452
Alaska,02/2017,23.105073000000004
Alaska,03/2017,22.880071161290317
Alaska,04/2017,7.041548703703704
Alaska,05/2017,4.016323129032258
Alaska,06/2017,2.9724209999999993
Alaska,07/2017,3.177487677419355
Alaska,08/2017,4.000532137931035
Alaska,09/2017,6.120881833333332
Alaska,10/2017,9.380641161290322
Alaska,11/2017,17.513428466666667
Alaska,12/2017,22.398834178571427
Arkansas,01/2017,7.382334758064515
Arkansas,02/2017,7.9377646607142855
Arkansas,03/2017,6.886862241935484
Arkansas,04/2017,5.757694833333335
Arkansas,05/2017,5.780208048387098
Arkansas,06/2017,5.8156552333333345
Arkansas,07/2017,5.672684274193549
Arkansas,08/2017,6.4929997049180335
Arkansas,09/2017,7.846062233333332
Arkansas,10/2017,8.398561258064516
Arkansas,11/2017,10.253779416666667
Arkansas,12/2017,9.839834645161288
Arizona,01/2017,18.770081576612906
Arizona,02/2017,17.85035952534562
Arizona,03/2017,17.76656222222222
Arizona,04/2017,14.710580817391303
Arizona,05/2017,11.802503978448275
Arizona,06/2017,11.849445557939912
Arizona,07/2017,8.714304907258065
Arizona,08/2017,11.774435230769232
Arizona,09/2017,12.863505365638767
Arizona,10/2017,19.540830891129033
Arizona,11/2017,22.904540829166663
Arizona,12/2017,23.269315177419355
California,01/2017,10.3902160128688
California,02/2017,9.098168339602926
California,03/2017,9.93646123913733
California,04/2017,7.4276372259868415
California,05/2017,6.684820017645172
California,06/2017,6.963676860860861
California,07/2017,6.901474534891375
California,08/2017,7.701846275081967
California,09/2017,8.737983217613056
California,10/2017,12.767097210421506
California,11/2017,13.209052722654926
California,12/2017,17.81719151272352
Kansas,01/2017,6.110783823529412
Kansas,02/2017,5.929556157142857
Kansas,03/2017,4.812266283870968
Kansas,04/2017,4.179428473333334
Kansas,05/2017,4.685976574193548
Kansas,06/2017,3.9835852647058827
Kansas,07/2017,4.396382453125
Kansas,08/2017,4.325567617021276
Kansas,09/2017,4.755011333333333
Kansas,10/2017,4.403175493150686
Kansas,11/2017,6.054602593333334
Kansas,12/2017,6.009197425806451
North Carolina,01/2017,7.7207423103448285
North Carolina,02/2017,9.073943846625767
North Carolina,03/2017,7.2815313118279565
North Carolina,04/2017,5.574914561111111
North Carolina,05/2017,5.218874193548387
North Carolina,06/2017,5.180451338888888
North Carolina,07/2017,4.680227102150537
North Carolina,08/2017,5.137494772222223
North Carolina,09/2017,5.623984852272727
North Carolina,10/2017,7.085210579234972
North Carolina,11/2017,9.743970684848483
North Carolina,12/2017,9.269758384615384
South Carolina,01/2017,5.655606084905659
South Carolina,02/2017,5.320954162790699
South Carolina,03/2017,4.98887754032258
South Carolina,04/2017,4.734801308333334
South Carolina,05/2017,4.416048357798165
South Carolina,06/2017,3.8782263012048195
South Carolina,07/2017,3.8785449999999995
South Carolina,08/2017,3.6001387115384613
South Carolina,09/2017,4.83614956626506
South Carolina,10/2017,5.133987306451613
South Carolina,11/2017,6.398437215053763
South Carolina,12/2017,7.455996861111111
Colorado,01/2017,14.97954783667622
Colorado,02/2017,11.326135551515152
Colorado,03/2017,10.437274351351354
Colorado,04/2017,7.3876696853932575
Colorado,05/2017,7.478695142076503
Colorado,06/2017,7.485267448186529
Colorado,07/2017,8.407519216358839
Colorado,08/2017,8.35049676674938
Colorado,09/2017,8.525589768831168
Colorado,10/2017,10.234641902743142
Colorado,11/2017,11.361977933510637
Colorado,12/2017,13.326430562005278
Connecticut,01/2017,18.168298065934064
Connecticut,02/2017,18.705492976190477
Connecticut,03/2017,13.462489462365594
Connecticut,04/2017,11.72428065909091
Connecticut,05/2017,9.41808472826087
Connecticut,06/2017,12.46347753333333
Connecticut,07/2017,9.873420078651685
Connecticut,08/2017,9.287682370967742
Connecticut,09/2017,8.010725783333333
Connecticut,10/2017,11.137291814516129
Connecticut,11/2017,12.70331128301887
Connecticut,12/2017,14.080813870689653
North Dakota,01/2017,3.9764367049180325
North Dakota,02/2017,2.6946400039682543
North Dakota,03/2017,2.5510402307692313
North Dakota,04/2017,2.1350114980694976
North Dakota,05/2017,2.770369272401434
North Dakota,06/2017,2.8984466518518524
North Dakota,07/2017,2.6605942734375
North Dakota,08/2017,2.7654363405797104
North Dakota,09/2017,2.2483264296296297
North Dakota,10/2017,2.2215678272058823
North Dakota,11/2017,3.0854298759689924
North Dakota,12/2017,2.975778921641791
South Dakota,01/2017,3.5339193465346543
South Dakota,02/2017,4.209897738317757
South Dakota,03/2017,3.288397430894309
South Dakota,04/2017,2.6761370250000005
South Dakota,05/2017,2.8931508387096776
South Dakota,06/2017,2.6294087916666666
South Dakota,07/2017,2.754156282258065
South Dakota,08/2017,2.9443556693548385
South Dakota,09/2017,2.6575735333333332
South Dakota,10/2017,2.9054275000000005
South Dakota,11/2017,3.9054196250000004
South Dakota,12/2017,4.179738965517242
Delaware,01/2017,14.141723290322581
Delaware,02/2017,14.444591107142855
Delaware,03/2017,10.832096419354839
Delaware,04/2017,8.750122366666666
Delaware,05/2017,6.930768
Delaware,06/2017,7.035017066666666
Delaware,07/2017,6.821513258064516
Delaware,08/2017,7.422374521739131
Delaware,09/2017,8.452330700000001
Delaware,10/2017,10.480795096774198
Delaware,11/2017,15.154580600000001
Delaware,12/2017,17.33193712903226
Florida,01/2017,8.665327341981133
Florida,02/2017,9.640524743142146
Florida,03/2017,7.501836640102828
Florida,04/2017,6.159803141531322
Florida,05/2017,6.006753455847256
Florida,06/2017,5.587890045146727
Florida,07/2017,5.810579128947369
Florida,08/2017,6.187466422969188
Florida,09/2017,6.78625604048583
Florida,10/2017,6.190092275590551
Florida,11/2017,8.845202405835543
Florida,12/2017,9.792187292349727
Georgia,01/2017,14.6501364516129
Georgia,02/2017,18.367365154761902
Georgia,03/2017,15.500126565217391
Georgia,04/2017,13.731964322222222
Georgia,05/2017,13.200740344086014
Georgia,06/2017,10.989677522727273
Georgia,07/2017,11.706399476744185
Georgia,08/2017,11.728325688172044
Georgia,09/2017,13.89737328888889
Georgia,10/2017,12.725672391304348
Georgia,11/2017,14.86735907777778
Georgia,12/2017,15.156732227272729
Hawaii,01/2017,3.703024483870968
Hawaii,02/2017,3.84866964
Hawaii,03/2017,4.917164064516129
Hawaii,04/2017,3.425738547619048
Hawaii,05/2017,2.6988633999999996
Hawaii,06/2017,2.4956695333333334
Hawaii,07/2017,2.080470581818182
Hawaii,08/2017,2.2225693709677423
Hawaii,09/2017,2.611822133333334
Hawaii,10/2017,4.35857896969697
Hawaii,11/2017,3.914952305084746
Hawaii,12/2017,4.832396096774194
Idaho,01/2017,20.393109806451616
Idaho,02/2017,22.27862917857143
Idaho,03/2017,10.766102129032257
Idaho,04/2017,8.451785857142857
Idaho,05/2017,0.0
Idaho,06/2017,0.0
Idaho,07/2017,0.0
Idaho,08/2017,0.0
Idaho,09/2017,0.0
Idaho,10/2017,0.0
Idaho,11/2017,0.0
Idaho,12/2017,0.0
Rhode Island,01/2017,14.601735397849463
Rhode Island,02/2017,15.371583750000003
Rhode Island,03/2017,9.08634614876033
Rhode Island,04/2017,7.2223948
Rhode Island,05/2017,6.539021451612904
Rhode Island,06/2017,6.96855415
Rhode Island,07/2017,6.9079308376068385
Rhode Island,08/2017,7.472767145161291
Rhode Island,09/2017,6.691896025
Rhode Island,10/2017,10.777633376344086
Rhode Island,11/2017,13.475744388888888
Rhode Island,12/2017,15.710018397849465
Illinois,01/2017,15.88877015231788
Illinois,02/2017,16.444016525925925
Illinois,03/2017,12.595713896774193
Illinois,04/2017,13.301144326666666
Illinois,05/2017,10.74113077631579
Illinois,06/2017,10.862357493333334
Illinois,07/2017,11.920492178082192
Illinois,08/2017,12.948246999999999
Illinois,09/2017,13.284945886666666
Illinois,10/2017,12.77378037419355
Illinois,11/2017,17.235621373333334
Illinois,12/2017,17.55239000645161
Indiana,01/2017,10.462146729323308
Indiana,02/2017,11.243237053030303
Indiana,03/2017,7.862974638709676
Indiana,04/2017,7.719601690140847
Indiana,05/2017,8.026574986577181
Indiana,06/2017,9.215426723214287
Indiana,07/2017,7.887690877419354
Indiana,08/2017,8.695574361290323
Indiana,09/2017,9.717589664383562
Indiana,10/2017,9.551215826666667
Indiana,11/2017,12.130158273333333
Indiana,12/2017,13.492935602739726
Iowa,01/2017,6.053092430107527
Iowa,02/2017,6.180730511904763
Iowa,03/2017,4.465431634408603
Iowa,04/2017,4.41774648275862
Iowa,05/2017,4.218008247311828
Iowa,06/2017,3.9545533777777773
Iowa,07/2017,4.100862293478261
Iowa,08/2017,4.217609290322581
Iowa,09/2017,4.308555744444444
Iowa,10/2017,3.8777306021505376
Iowa,11/2017,6.0612586777777775
Iowa,12/2017,5.883859096774193
Kentucky,01/2017,5.653651766839378
Kentucky,02/2017,7.648480069148936
Kentucky,03/2017,5.772788838235295
Kentucky,04/2017,4.8886628402366865
Kentucky,05/2017,4.488582911242603
Kentucky,06/2017,5.098162364130434
Kentucky,07/2017,4.971441640552996
Kentucky,08/2017,5.739414076190477
Kentucky,09/2017,6.57940851980198
Kentucky,10/2017,7.277044035000001
Kentucky,11/2017,9.026040536082474
Kentucky,12/2017,8.494793423963134
Louisiana,01/2017,7.993368369175626
Louisiana,02/2017,7.561431433198381
Louisiana,03/2017,6.364273465949821
Louisiana,04/2017,6.71787198141264
Louisiana,05/2017,6.174052505703421
Louisiana,06/2017,4.520747035714286
Louisiana,07/2017,5.091456146953406
Louisiana,08/2017,4.796872931899642
Louisiana,09/2017,4.925089233333333
Louisiana,10/2017,5.67895227734375
Louisiana,11/2017,7.865122136363637
Louisiana,12/2017,7.996973261648746
Maine,01/2017,6.296384913043479
Maine,02/2017,7.04876044047619
Maine,03/2017,4.589462010752689
Maine,04/2017,3.4938294333333335
Maine,05/2017,2.1732331505376346
Maine,06/2017,2.1561930555555553
Maine,07/2017,2.2869217741935484
Maine,08/2017,3.0904278924731186
Maine,09/2017,3.542959046511627
Maine,10/2017,3.463326652173914
Maine,11/2017,5.2494077444444445
Maine,12/2017,7.6630219354838705
Maryland,01/2017,11.384076277173914
Maryland,02/2017,13.511645452380952
Maryland,03/2017,9.800244317204301
Maryland,04/2017,9.23618582122905
Maryland,05/2017,8.183463252688172
Maryland,06/2017,9.265095144444444
Maryland,07/2017,8.316752682795698
Maryland,08/2017,9.033772967741935
Maryland,09/2017,8.833968398876404
Maryland,10/2017,9.67379383125
Maryland,11/2017,13.02363541666667
Maryland,12/2017,14.298661250000002
Massachusetts,01/2017,10.881969932258066
Massachusetts,02/2017,11.379361507142857
Massachusetts,03/2017,8.61699119218241
Massachusetts,04/2017,6.920549899999999
Massachusetts,05/2017,6.1733217580645166
Massachusetts,06/2017,5.896082685920578
Massachusetts,07/2017,5.2610038161290325
Massachusetts,08/2017,6.3059296806451615
Massachusetts,09/2017,5.972849537162162
Massachusetts,10/2017,7.535640691558441
Massachusetts,11/2017,9.62743052027027
Massachusetts,12/2017,11.511730944805196
Michigan,01/2017,11.044017058333335
Michigan,02/2017,11.406239636363635
Michigan,03/2017,9.001941150627614
Michigan,04/2017,9.090984525862067
Michigan,05/2017,8.55385645967742
Michigan,06/2017,8.803997675105483
Michigan,07/2017,7.6712737246963565
Michigan,08/2017,8.78697800409836
Michigan,09/2017,9.967506186363636
Michigan,10/2017,10.363178294354839
Michigan,11/2017,11.73488358649789
Michigan,12/2017,12.237589028688523
Minnesota,01/2017,10.874868954838709
Minnesota,02/2017,9.359987214285713
Minnesota,03/2017,8.297655251612902
Minnesota,04/2017,7.305732353333333
Minnesota,05/2017,7.033965896774193
Minnesota,06/2017,7.00531632
Minnesota,07/2017,6.073740625806453
Minnesota,08/2017,6.048311238709677
Minnesota,09/2017,5.783053206666667
Minnesota,10/2017,7.041744232258065
Minnesota,11/2017,8.911848333333333
Minnesota,12/2017,10.158829283870968
Mississippi,01/2017,6.5417211607142844
Mississippi,02/2017,6.522129625
Mississippi,03/2017,5.6136143064516135
Mississippi,04/2017,5.5824683137254905
Mississippi,05/2017,5.522310064516129
Mississippi,06/2017,3.1065524782608698
Mississippi,07/2017,4.565062838709679
Mississippi,08/2017,4.045282741935485
Mississippi,09/2017,4.525373283333333
Mississippi,10/2017,5.549658101694916
Mississippi,11/2017,6.922811666666667
Mississippi,12/2017,6.236168370967742
Missouri,01/2017,10.642352036866358
Missouri,02/2017,11.852148183431954
Missouri,03/2017,9.232151951219514
Missouri,04/2017,8.714086837563453
Missouri,05/2017,8.452254490476191
Missouri,06/2017,8.372008278048781
Missouri,07/2017,7.59147770967742
Missouri,08/2017,8.962502129032258
Missouri,09/2017,10.030148604761905
Missouri,10/2017,9.5967857281106
Missouri,11/2017,10.946295157142856
Missouri,12/2017,11.26425312903226
Montana,01/2017,1.373551134099617
Montana,02/2017,1.4484645951417003
Montana,03/2017,0.836782380487805
Montana,04/2017,0.7067852614107883
Montana,05/2017,0.9206729498207885
Montana,06/2017,1.0689722423076922
Montana,07/2017,1.488218111111111
Montana,08/2017,1.564430041825095
Montana,09/2017,1.165869485106383
Montana,10/2017,0.6333843675213675
Montana,11/2017,1.0119412063492064
Montana,12/2017,0.8875111708542714
Nebraska,01/2017,0.0
Nebraska,02/2017,0.0
Nebraska,03/2017,0.0
Nebraska,04/2017,0.0
Nebraska,05/2017,0.0
Nebraska,06/2017,0.0
Nebraska,07/2017,0.0
Nebraska,08/2017,0.0
Nebraska,09/2017,0.0
Nebraska,10/2017,0.0
Nebraska,11/2017,0.0
Nebraska,12/2017,0.0
Nevada,01/2017,17.833149241935484
Nevada,02/2017,17.218437904761903
Nevada,03/2017,18.35334583870968
Nevada,04/2017,13.05627079
Nevada,05/2017,13.352037207373273
Nevada,06/2017,14.806407029126214
Nevada,07/2017,13.822270571428572
Nevada,08/2017,16.113115147465436
Nevada,09/2017,15.983834442857141
Nevada,10/2017,21.095902755760367
Nevada,11/2017,22.208453636363636
Nevada,12/2017,26.882027289099526
New Hampshire,01/2017,4.445389129032259
New Hampshire,02/2017,4.704099499999999
New Hampshire,03/2017,2.957675935483871
New Hampshire,04/2017,2.1821014666666665
New Hampshire,05/2017,1.9607612258064515
New Hampshire,06/2017,1.5295070333333338
New Hampshire,07/2017,1.0017690967741937
New Hampshire,08/2017,1.2389908064516129
New Hampshire,09/2017,0.9069004666666667
New Hampshire,10/2017,1.8382738387096773
New Hampshire,11/2017,4.088282956521739
New Hampshire,12/2017,5.158999000000001
New Jersey,01/2017,15.669087167741933
New Jersey,02/2017,15.946640399999998
New Jersey,03/2017,13.05359660967742
New Jersey,04/2017,12.634000154882154
New Jersey,05/2017,10.380271254838709
New Jersey,06/2017,10.636890717171717
New Jersey,07/2017,8.948486963815789
New Jersey,08/2017,9.973192829032257
New Jersey,09/2017,9.806092809364548
New Jersey,10/2017,12.183011161290324
New Jersey,11/2017,15.198276742474917
New Jersey,12/2017,16.105010412903226
New York,01/2017,13.683969483568074
New York,02/2017,14.96602918041237
New York,03/2017,12.756282645631066
New York,04/2017,11.760830112499999
New York,05/2017,8.942700225806451
New York,06/2017,9.269702008333331
New York,07/2017,8.787080801619434
New York,08/2017,9.76152549593496
New York,09/2017,10.39582564680851
New York,10/2017,11.640477824489798
New York,11/2017,13.230432410480347
New York,12/2017,15.201063362903225
New Mexico,01/2017,6.987322618421054
New Mexico,02/2017,7.4123339999999995
New Mexico,03/2017,5.678714387205387
New Mexico,04/2017,3.923092896666667
New Mexico,05/2017,3.758651261904762
New Mexico,06/2017,4.799421722846442
New Mexico,07/2017,4.7348076278317155
New Mexico,08/2017,4.567776362459547
New Mexico,09/2017,4.316131927835051
New Mexico,10/2017,5.868826270967742
New Mexico,11/2017,8.40424806060606
New Mexico,12/2017,9.947914185667752
Oklahoma,01/2017,8.255495378378377
Oklahoma,02/2017,7.7606030186335415
Oklahoma,03/2017,5.3966351139240505
Oklahoma,04/2017,5.387110283783784
Oklahoma,05/2017,7.57839897902098
Oklahoma,06/2017,7.859105393333333
Oklahoma,07/2017,7.766094601351351
Oklahoma,08/2017,7.545606948387097
Oklahoma,09/2017,9.16904979432624
Oklahoma,10/2017,8.132358915384614
Oklahoma,11/2017,9.440382773109244
Oklahoma,12/2017,9.462359870967742
Ohio,01/2017,10.452464797029702
Ohio,02/2017,12.00610594871795
Ohio,03/2017,10.028075663594471
Ohio,04/2017,9.718740260869566
Ohio,05/2017,8.907770331797236
Ohio,06/2017,9.63199837142857
Ohio,07/2017,9.027581138248848
Ohio,08/2017,10.326887870370372
Ohio,09/2017,11.004360814285715
Ohio,10/2017,11.127160364055301
Ohio,11/2017,12.319484371428572
Ohio,12/2017,13.22124560106383
Oregon,01/2017,12.070736935483872
Oregon,02/2017,12.267922017857144
Oregon,03/2017,11.00858970967742
Oregon,04/2017,10.764568568965517
Oregon,05/2017,9.429875258064516
Oregon,06/2017,8.095600916666667
Oregon,07/2017,7.010260112903226
Oregon,08/2017,10.752174096774196
Oregon,09/2017,12.730558087719297
Oregon,10/2017,11.87396481666667
Oregon,11/2017,10.929587450000001
Oregon,12/2017,9.869856693548389
Pennsylvania,01/2017,9.08225172998138
Pennsylvania,02/2017,9.674034115303982
Pennsylvania,03/2017,7.558026444444445
Pennsylvania,04/2017,5.846922054216868
Pennsylvania,05/2017,4.742376466539198
Pennsylvania,06/2017,5.339485323529412
Pennsylvania,07/2017,4.381935975359342
Pennsylvania,08/2017,4.335362691358025
Pennsylvania,09/2017,4.6076825723014245
Pennsylvania,10/2017,5.389059339181286
Pennsylvania,11/2017,7.654309804780876
Pennsylvania,12/2017,8.314873031809146
Tennessee,01/2017,8.331488314516129
Tennessee,02/2017,9.050809901785714
Tennessee,03/2017,8.58471608064516
Tennessee,04/2017,7.3752730500000006
Tennessee,05/2017,8.554329056451614
Tennessee,06/2017,7.1914520416666665
Tennessee,07/2017,7.711776201612903
Tennessee,08/2017,7.4621982177419355
Tennessee,09/2017,7.298797375
Tennessee,10/2017,7.997041766129032
Tennessee,11/2017,9.836116393162394
Tennessee,12/2017,9.866741967741934
Texas,01/2017,7.925928174912892
Texas,02/2017,7.154583934984521
Texas,03/2017,5.886443469241774
Texas,04/2017,5.093071955871354
Texas,05/2017,4.733038333094041
Texas,06/2017,4.135960946244477
Texas,07/2017,3.951955674725275
Texas,08/2017,4.477868173617021
Texas,09/2017,6.252360062852539
Texas,10/2017,8.050613862266859
Texas,11/2017,8.40022218964204
Texas,12/2017,9.557849627872498
Utah,01/2017,12.04661209839817
Utah,02/2017,8.173057182519278
Utah,03/2017,5.988566086956522
Utah,04/2017,5.041174815165877
Utah,05/2017,4.664650517321016
Utah,06/2017,3.710063599045346
Utah,07/2017,4.2536494061757715
Utah,08/2017,4.9859605253456225
Utah,09/2017,4.956279131147541
Utah,10/2017,7.664531158273382
Utah,11/2017,9.088627569105691
Utah,12/2017,10.247600425373134
Vermont,01/2017,8.557217822580643
Vermont,02/2017,9.571498964285713
Vermont,03/2017,8.043376451612902
Vermont,04/2017,6.233154
Vermont,05/2017,4.014921370967742
Vermont,06/2017,4.501001596491228
Vermont,07/2017,3.849461564516129
Vermont,08/2017,4.189215064516128
Vermont,09/2017,4.609751516666667
Vermont,10/2017,5.321629870967741
Vermont,11/2017,7.052080900000001
Vermont,12/2017,9.424680241935484
Virginia,01/2017,8.930246856687898
Virginia,02/2017,10.166016282758621
Virginia,03/2017,7.677225513196481
Virginia,04/2017,6.540738206153846
Virginia,05/2017,5.879705338368581
Virginia,06/2017,5.541680254545454
Virginia,07/2017,5.433158831360946
Virginia,08/2017,6.091112378048781
Virginia,09/2017,6.17681395
Virginia,10/2017,7.580560691394658
Virginia,11/2017,9.939907463636365
Virginia,12/2017,10.63583321238938
West Virginia,01/2017,0.0
West Virginia,02/2017,0.0
West Virginia,03/2017,0.0
West Virginia,04/2017,0.0
West Virginia,05/2017,0.0
West Virginia,06/2017,0.0
West Virginia,07/2017,0.0
West Virginia,08/2017,0.0
West Virginia,09/2017,0.0
West Virginia,10/2017,0.0
West Virginia,11/2017,0.0
West Virginia,12/2017,0.0
Washington,01/2017,17.275858942148762
Washington,02/2017,14.108064641509433
Washington,03/2017,13.605919424999998
Washington,04/2017,12.200740330434781
Washington,05/2017,12.279519544715448
Washington,06/2017,11.166076281553394
Washington,07/2017,10.112431747572817
Washington,08/2017,12.66157249137931
Washington,09/2017,14.006899061946902
Washington,10/2017,11.64193976923077
Washington,11/2017,12.289050551724138
Washington,12/2017,11.395354625000001
Wisconsin,01/2017,13.76597701612903
Wisconsin,02/2017,13.271543767857143
Wisconsin,03/2017,10.944223919354839
Wisconsin,04/2017,9.411807181818181
Wisconsin,05/2017,9.05698952173913
Wisconsin,06/2017,7.68593656976744
Wisconsin,07/2017,6.238444054347826
Wisconsin,08/2017,6.671315494623657
Wisconsin,09/2017,10.871551196721311
Wisconsin,10/2017,10.511554661290324
Wisconsin,11/2017,12.541311533333333
Wisconsin,12/2017,13.065752967741938
Wyoming,01/2017,4.38639096627566
Wyoming,02/2017,3.0256393479674797
Wyoming,03/2017,2.5728187695716396
Wyoming,04/2017,2.2970336485623
Wyoming,05/2017,2.1677507102941176
Wyoming,06/2017,2.103520178787879
Wyoming,07/2017,2.7271705007407405
Wyoming,08/2017,2.989591685840708
Wyoming,09/2017,2.8370989864253393
Wyoming,10/2017,2.635273504322767
Wyoming,11/2017,3.2447296140350876
Wyoming,12/2017,3.53627329226361
